localidad,sex,age,violence,cruelty,gender,gender_2
SUBA,M,7,3.91,0.24,C,H
USAQUEN,F,4,1.62,4.24,C,F
KENNEDY,F,31,7.03,5.21,C,F
KENNEDY,M,25,7.66,2.65,C,H
USAQUEN,F,11,3.1,2.57,C,F
USAQUEN,M,27,3.92,1.44,C,H
KENNEDY,F,21,9.35,6.02,C,F
MARTIRES,F,12,2.24,5.13,C,F
USAQUEN,M,11,1.96,3.24,C,H
USAQUEN,M,12,3.35,2.06,C,H
SUBA,F,45,5.2,5.24,C,F
MARTIRES,M,23,6.82,3.31,C,H
SUBA,X,38,2.89,7.46,T,F
SUBA,M,18,6.69,1.8,C,H
USAQUEN,F,6,2.83,5.61,C,F
KENNEDY,F,40,4.06,4.67,C,F
KENNEDY,M,20,8.49,2.65,C,H
MARTIRES,F,1,4.55,2.71,C,F
SUBA,M,23,6.55,4.43,C,H
MARTIRES,F,38,5.9,3.79,C,F
KENNEDY,M,9,4.96,2.0,C,H
SUBA,F,7,4.7,4.03,C,F
SUBA,F,8,2.0,5.23,C,F
MARTIRES,X,45,5.47,6.2,T,F
USAQUEN,M,2,1.48,1.15,C,H
SUBA,M,22,7.36,3.79,C,H
USAQUEN,F,23,5.41,5.88,C,F
USAQUEN,F,17,3.79,5.53,C,F
USAQUEN,M,24,6.5,2.79,C,H
SUBA,F,30,4.14,3.28,C,F
USAQUEN,M,37,2.24,1.31,C,H
KENNEDY,M,31,6.14,2.93,C,H
KENNEDY,F,26,8.16,3.84,C,F
USAQUEN,F,14,4.15,2.92,C,F
KENNEDY,F,19,6.38,4.67,C,F
KENNEDY,M,25,8.33,2.0,C,H
KENNEDY,F,40,4.69,5.26,C,F
KENNEDY,M,6,4.92,1.64,C,H
KENNEDY,M,21,8.18,4.26,C,H
MARTIRES,F,24,6.58,4.92,C,F
SUBA,M,31,5.29,2.25,C,H
KENNEDY,F,40,4.12,3.96,C,F
MARTIRES,F,45,3.64,4.45,C,F
USAQUEN,M,31,4.13,1.55,C,H
USAQUEN,M,42,4.13,2.38,C,H
KENNEDY,F,21,7.44,4.86,C,F
KENNEDY,F,26,7.88,4.0,C,F
KENNEDY,F,5,4.43,4.91,C,F
MARTIRES,M,30,6.02,1.48,C,H
KENNEDY,F,13,5.67,3.83,C,F
KENNEDY,M,18,9.97,2.58,C,H
SUBA,M,32,3.7,0.12,C,H
MARTIRES,F,19,5.69,4.28,C,F
USAQUEN,F,29,2.62,5.86,C,F
SUBA,M,14,2.74,2.58,C,H
USAQUEN,F,24,6.3,3.07,C,F
MARTIRES,M,26,5.68,3.89,C,H
KENNEDY,F,16,7.76,5.41,C,F
MARTIRES,M,34,6.39,1.6,C,H
KENNEDY,M,3,4.4,1.46,C,H
MARTIRES,F,32,6.99,2.63,C,F
MARTIRES,M,16,7.99,2.68,C,H
MARTIRES,F,50,2.91,2.56,C,F
SUBA,F,59,2.3,3.51,C,F
KENNEDY,M,28,5.68,2.78,C,H
USAQUEN,F,54,3.68,3.6,C,F
MARTIRES,M,19,7.86,2.01,C,H
USAQUEN,M,11,3.24,3.15,C,H
MARTIRES,F,21,7.84,5.29,C,F
USAQUEN,F,38,2.59,5.77,C,F
KENNEDY,F,15,9.73,5.82,C,F
USAQUEN,F,18,5.94,5.17,C,F
MARTIRES,F,19,6.48,3.93,C,F
MARTIRES,F,15,8.22,4.9,C,F
KENNEDY,F,11,7.36,3.03,C,F
MARTIRES,F,18,9.58,5.19,C,F
SUBA,F,38,4.12,4.84,C,F
USAQUEN,X,43,1.19,6.72,T,F
SUBA,F,35,5.83,4.34,C,F
SUBA,M,46,2.61,1.19,C,H
USAQUEN,M,20,5.15,2.19,C,H
KENNEDY,F,32,6.09,4.17,C,F
SUBA,M,18,3.97,2.41,C,H
KENNEDY,M,17,6.68,0.77,C,H
KENNEDY,M,26,7.26,3.06,C,H
USAQUEN,M,13,3.88,0.72,C,H
KENNEDY,M,16,8.79,2.36,C,H
USAQUEN,F,38,4.04,3.29,C,F
KENNEDY,F,21,8.11,4.69,C,F
USAQUEN,F,14,2.87,4.58,C,F
USAQUEN,M,30,4.88,0.57,C,H
USAQUEN,M,35,3.71,2.74,C,H
KENNEDY,X,44,5.43,4.25,T,F
SUBA,F,11,4.3,4.04,C,F
SUBA,F,11,1.26,4.75,C,F
KENNEDY,F,23,8.83,4.35,C,F
MARTIRES,F,21,6.87,2.07,C,F
SUBA,M,3,2.62,1.08,C,H
KENNEDY,M,15,6.86,2.9,C,H
KENNEDY,F,54,6.4,4.09,C,F
KENNEDY,F,11,6.52,4.86,C,F
USAQUEN,M,21,4.74,3.94,C,H
USAQUEN,M,9,1.41,2.42,C,H
MARTIRES,M,8,3.22,0.95,C,H
USAQUEN,F,25,3.99,4.53,C,F
USAQUEN,F,20,4.29,4.02,C,F
MARTIRES,F,17,6.19,5.51,C,F
MARTIRES,F,25,6.27,4.55,C,F
KENNEDY,F,47,7.19,4.72,C,F
SUBA,X,51,2.26,5.27,T,F
KENNEDY,F,11,5.8,4.24,C,F
KENNEDY,F,5,5.87,5.12,C,F
KENNEDY,F,38,7.23,5.53,C,F
SUBA,F,39,5.38,2.58,C,F
SUBA,F,19,6.61,5.96,C,F
USAQUEN,X,23,4.68,6.69,T,F
MARTIRES,F,1,2.61,2.93,C,F
SUBA,F,21,5.9,4.58,C,F
SUBA,M,9,3.01,0.93,C,H
KENNEDY,M,33,5.72,1.39,C,H
USAQUEN,F,13,4.04,2.19,C,F
KENNEDY,X,41,3.15,5.55,T,F
MARTIRES,F,26,5.42,3.84,C,F
SUBA,M,4,4.78,2.56,C,H
USAQUEN,F,20,4.89,4.12,C,F
KENNEDY,F,5,4.4,6.38,C,F
USAQUEN,M,9,2.82,1.18,C,H
MARTIRES,F,19,7.63,4.52,C,F
SUBA,M,32,5.35,1.64,C,H
KENNEDY,X,31,6.4,4.9,T,F
KENNEDY,M,5,4.42,1.6,C,H
KENNEDY,F,12,6.3,4.95,C,F
USAQUEN,F,38,4.8,3.86,C,F
SUBA,F,25,4.81,4.66,C,F
KENNEDY,M,24,8.22,3.61,C,H
SUBA,F,8,4.03,4.15,C,F
USAQUEN,M,21,4.4,3.02,C,H
SUBA,F,16,5.81,4.26,C,F
KENNEDY,F,18,7.66,3.69,C,F
SUBA,M,47,4.4,1.33,C,H
SUBA,M,13,4.02,1.56,C,H
USAQUEN,F,6,1.74,5.67,C,F
SUBA,F,7,5.03,5.73,C,F
MARTIRES,F,39,5.97,3.69,C,F
SUBA,M,18,5.92,2.81,C,H
MARTIRES,M,3,4.87,1.9,C,H
MARTIRES,X,47,4.69,7.37,T,F
SUBA,F,26,5.62,4.03,C,F
USAQUEN,F,9,0.86,4.32,C,F
SUBA,F,5,3.92,3.66,C,F
MARTIRES,F,22,5.75,4.19,C,F
KENNEDY,F,18,8.7,5.96,C,F
MARTIRES,F,37,6.48,5.13,C,F
MARTIRES,M,20,7.11,2.48,C,H
SUBA,F,8,3.51,5.35,C,F
KENNEDY,M,22,9.02,3.36,C,H
KENNEDY,F,7,3.96,3.17,C,F
SUBA,F,12,5.06,3.1,C,F
KENNEDY,F,7,5.4,4.3,C,F
USAQUEN,F,10,2.02,4.13,C,F
SUBA,M,29,5.16,3.4,C,H
USAQUEN,F,17,5.64,4.01,C,F
SUBA,F,40,3.46,4.39,C,F
KENNEDY,X,47,4.15,5.26,T,F
USAQUEN,F,32,5.39,4.02,C,F
USAQUEN,M,25,3.69,3.35,C,H
USAQUEN,M,31,4.51,2.09,C,H
KENNEDY,X,40,5.67,6.72,T,F
USAQUEN,M,22,5.29,3.33,C,H
MARTIRES,M,7,4.34,2.85,C,H
MARTIRES,F,19,6.1,4.8,C,F
KENNEDY,F,6,5.13,2.14,C,F
USAQUEN,F,26,3.93,5.79,C,F
USAQUEN,M,19,4.97,3.86,C,H
MARTIRES,F,20,6.8,4.4,C,F
USAQUEN,M,15,4.93,1.76,C,H
SUBA,M,17,8.21,2.62,C,H
MARTIRES,F,55,3.16,1.2,C,F
USAQUEN,F,39,3.61,4.95,C,F
KENNEDY,F,37,7.23,1.64,C,F
KENNEDY,M,8,5.32,2.78,C,H
USAQUEN,F,26,3.27,6.3,C,F
KENNEDY,F,18,7.01,5.83,C,F
KENNEDY,M,22,7.65,5.05,C,H
KENNEDY,F,23,6.75,4.69,C,F
SUBA,M,16,4.26,5.25,C,H
MARTIRES,M,37,6.41,1.75,C,H
KENNEDY,M,35,7.43,3.36,C,H
MARTIRES,X,33,6.66,4.76,T,F
MARTIRES,F,6,3.56,5.21,C,F
SUBA,F,11,1.41,4.56,C,F
MARTIRES,F,25,7.26,4.48,C,F
KENNEDY,F,39,6.52,4.03,C,F
SUBA,M,26,4.73,1.87,C,H
SUBA,F,35,5.95,5.04,C,F
KENNEDY,M,18,9.19,3.65,C,H
MARTIRES,F,30,5.46,4.28,C,F
MARTIRES,F,8,3.0,4.02,C,F
USAQUEN,F,10,4.5,4.26,C,F
MARTIRES,M,29,6.04,1.22,C,H
KENNEDY,M,22,8.34,4.57,C,H
MARTIRES,F,28,5.54,4.11,C,F
SUBA,M,8,2.74,2.97,C,H
USAQUEN,F,30,4.64,3.36,C,F
USAQUEN,M,40,2.82,1.19,C,H
USAQUEN,F,27,2.5,4.15,C,F
KENNEDY,F,8,4.24,3.17,C,F
KENNEDY,F,4,5.07,4.11,C,F
KENNEDY,F,10,5.71,2.98,C,F
USAQUEN,F,17,4.61,5.11,C,F
USAQUEN,M,25,4.56,4.36,C,H
SUBA,X,36,4.41,7.68,T,F
SUBA,M,11,5.01,2.59,C,H
USAQUEN,F,29,4.63,4.55,C,F
MARTIRES,F,25,7.3,4.8,C,F
USAQUEN,F,13,0.77,1.01,C,F
MARTIRES,F,31,6.23,4.88,C,F
MARTIRES,F,14,6.52,3.38,C,F
SUBA,F,9,3.24,3.29,C,F
KENNEDY,M,5,4.37,1.08,C,H
MARTIRES,F,15,7.8,4.08,C,F
USAQUEN,M,2,2.22,2.99,C,H
KENNEDY,M,28,7.3,3.45,C,H
USAQUEN,F,6,1.37,3.65,C,F
MARTIRES,M,23,5.63,2.81,C,H
SUBA,M,39,4.2,1.31,C,H
KENNEDY,F,23,5.93,4.3,C,F
MARTIRES,F,8,3.63,6.29,C,F
USAQUEN,F,68,0.33,3.82,C,F
SUBA,F,38,3.73,5.99,C,F
SUBA,F,11,3.56,5.18,C,F
MARTIRES,F,19,6.3,6.31,C,F
USAQUEN,F,18,5.81,7.05,C,F
USAQUEN,F,20,3.96,3.37,C,F
KENNEDY,M,2,4.66,0.63,C,H
USAQUEN,F,13,1.89,3.56,C,F
SUBA,M,21,4.78,2.7,C,H
KENNEDY,M,23,7.73,4.15,C,H
KENNEDY,M,22,8.09,3.98,C,H
SUBA,X,37,5.25,5.64,T,F
KENNEDY,F,1,5.38,3.47,C,F
MARTIRES,M,28,6.38,1.39,C,H
KENNEDY,M,1,4.61,0.61,C,H
MARTIRES,F,35,6.41,3.76,C,F
KENNEDY,X,42,5.81,7.21,T,F
MARTIRES,M,3,5.4,2.47,C,H
MARTIRES,M,22,6.34,3.62,C,H
SUBA,F,27,6.55,5.94,C,F
USAQUEN,F,5,1.63,5.82,C,F
MARTIRES,M,19,5.34,1.37,C,H
MARTIRES,F,39,5.1,4.45,C,F
SUBA,F,16,5.38,4.06,C,F
KENNEDY,M,16,9.03,2.81,C,H
KENNEDY,F,17,7.93,6.24,C,F
USAQUEN,M,30,4.28,1.58,C,H
MARTIRES,M,8,2.87,1.79,C,H
SUBA,M,12,4.42,3.45,C,H
MARTIRES,M,12,4.66,1.67,C,H
USAQUEN,X,18,5.38,7.38,T,F
MARTIRES,M,9,5.1,2.41,C,H
USAQUEN,F,7,2.78,3.45,C,F
KENNEDY,M,23,7.93,2.11,C,H
USAQUEN,F,4,2.64,6.27,C,F
USAQUEN,F,18,5.24,5.66,C,F
SUBA,F,17,7.98,6.7,C,F
KENNEDY,M,4,5.92,0.68,C,H
SUBA,F,15,4.29,5.08,C,F
USAQUEN,M,38,3.07,2.65,C,H
MARTIRES,F,12,3.48,4.36,C,F
KENNEDY,F,25,4.37,5.22,C,F
SUBA,M,17,6.12,2.74,C,H
MARTIRES,M,29,6.79,2.69,C,H
MARTIRES,F,16,7.03,4.56,C,F
SUBA,M,28,4.92,1.84,C,H
USAQUEN,F,37,4.27,3.05,C,F
KENNEDY,F,1,6.08,4.51,C,F
MARTIRES,F,11,6.16,4.24,C,F
MARTIRES,M,26,4.86,2.29,C,H
KENNEDY,M,34,7.52,1.56,C,H
KENNEDY,X,34,7.25,6.12,T,F
USAQUEN,F,9,4.08,4.64,C,F
SUBA,M,18,5.03,1.95,C,H
MARTIRES,M,6,3.8,2.83,C,H
USAQUEN,F,30,5.14,4.62,C,F
KENNEDY,M,31,8.28,1.32,C,H
KENNEDY,F,24,7.66,5.64,C,F
MARTIRES,M,9,4.25,1.59,C,H
USAQUEN,M,7,0.8,2.0,C,H
SUBA,F,9,0.56,3.45,C,F
MARTIRES,F,30,5.69,4.17,C,F
MARTIRES,F,3,2.92,4.14,C,F
MARTIRES,F,50,3.6,2.16,C,F
USAQUEN,F,24,3.52,7.48,C,F
MARTIRES,M,4,3.16,3.53,C,H
MARTIRES,M,23,7.97,3.95,C,H
SUBA,F,29,6.04,3.11,C,F
USAQUEN,M,36,3.08,2.51,C,H
USAQUEN,F,64,0.92,3.28,C,F
KENNEDY,F,25,6.22,4.99,C,F
SUBA,F,21,4.91,4.65,C,F
KENNEDY,F,21,7.68,3.87,C,F
MARTIRES,M,15,6.88,2.92,C,H
SUBA,M,17,3.94,2.94,C,H
KENNEDY,F,10,5.63,3.62,C,F
USAQUEN,F,28,3.83,4.7,C,F
USAQUEN,F,15,4.73,5.63,C,F
SUBA,F,36,7.17,4.33,C,F
KENNEDY,F,8,5.23,4.1,C,F
MARTIRES,F,28,5.23,3.24,C,F
MARTIRES,F,15,6.2,4.89,C,F
USAQUEN,F,26,4.64,4.31,C,F
KENNEDY,F,1,4.72,2.86,C,F
KENNEDY,F,15,7.17,4.72,C,F
MARTIRES,F,44,5.76,4.27,C,F
USAQUEN,F,23,5.35,5.27,C,F
MARTIRES,X,39,7.47,7.58,T,F
KENNEDY,M,20,7.95,3.33,C,H
KENNEDY,M,2,5.03,1.63,C,H
KENNEDY,M,20,7.77,1.57,C,H
MARTIRES,M,25,5.35,3.68,C,H
SUBA,M,11,4.26,3.29,C,H
SUBA,X,39,6.38,6.75,T,F
MARTIRES,X,37,7.15,6.29,T,F
MARTIRES,M,26,3.27,2.18,C,H
KENNEDY,M,17,7.65,0.76,C,H
SUBA,F,18,7.83,5.62,C,F
SUBA,F,12,4.88,5.45,C,F
SUBA,F,35,4.31,3.5,C,F
MARTIRES,M,15,6.66,1.04,C,H
SUBA,M,23,5.66,2.28,C,H
MARTIRES,F,11,5.59,3.25,C,F
KENNEDY,M,26,8.39,1.9,C,H
SUBA,M,13,1.88,0.68,C,H
USAQUEN,F,43,2.4,3.05,C,F
KENNEDY,F,9,5.98,2.41,C,F
MARTIRES,F,9,3.61,3.34,C,F
USAQUEN,M,13,2.71,2.2,C,H
SUBA,M,29,5.46,3.07,C,H
MARTIRES,F,28,6.13,5.18,C,F
KENNEDY,M,19,9.61,3.06,C,H
SUBA,M,8,3.95,3.44,C,H
USAQUEN,F,16,4.74,6.09,C,F
MARTIRES,F,12,5.41,5.4,C,F
SUBA,F,28,5.26,6.19,C,F
USAQUEN,F,12,2.65,3.26,C,F
MARTIRES,M,24,6.92,2.45,C,H
SUBA,F,21,6.67,6.58,C,F
USAQUEN,M,41,2.23,0.94,C,H
MARTIRES,F,6,4.7,3.33,C,F
USAQUEN,F,23,4.35,6.58,C,F
MARTIRES,F,24,7.26,4.91,C,F
USAQUEN,M,24,3.73,5.25,C,H
SUBA,M,1,4.54,1.46,C,H
USAQUEN,F,23,5.91,4.34,C,F
MARTIRES,F,9,3.43,2.71,C,F
SUBA,F,16,4.69,5.92,C,F
USAQUEN,F,8,0.48,2.87,C,F
USAQUEN,M,40,1.23,2.86,C,H
KENNEDY,F,9,6.04,4.77,C,F
KENNEDY,F,17,6.47,5.18,C,F
MARTIRES,M,26,5.42,3.04,C,H
USAQUEN,F,52,2.77,4.82,C,F
MARTIRES,F,2,3.49,4.99,C,F
USAQUEN,X,37,1.89,6.13,T,F
KENNEDY,F,19,9.22,2.81,C,F
MARTIRES,M,39,5.14,2.51,C,H
MARTIRES,M,26,5.73,2.29,C,H
KENNEDY,F,13,5.39,3.85,C,F
USAQUEN,F,28,6.38,4.79,C,F
KENNEDY,F,27,8.01,4.02,C,F
USAQUEN,F,25,2.31,2.69,C,F
SUBA,M,42,3.74,0.01,C,H
KENNEDY,M,33,8.06,0.57,C,H
USAQUEN,F,2,2.2,3.93,C,F
USAQUEN,F,11,4.63,3.06,C,F
MARTIRES,F,10,3.65,5.38,C,F
USAQUEN,F,8,1.4,4.64,C,F
SUBA,M,10,2.77,0.6,C,H
KENNEDY,F,26,8.11,4.53,C,F
MARTIRES,F,17,6.65,6.61,C,F
MARTIRES,F,64,2.18,1.38,C,F
KENNEDY,F,10,6.84,1.62,C,F
KENNEDY,F,39,6.74,4.96,C,F
KENNEDY,M,23,8.23,2.72,C,H
USAQUEN,M,26,3.63,1.98,C,H
USAQUEN,M,17,3.17,1.68,C,H
SUBA,F,11,2.59,5.16,C,F
KENNEDY,X,21,9.38,5.47,T,F
USAQUEN,M,49,1.4,2.95,C,H
MARTIRES,M,32,5.58,1.4,C,H
MARTIRES,F,4,3.04,4.08,C,F
USAQUEN,F,12,3.68,4.6,C,F
USAQUEN,F,27,2.92,5.26,C,F
MARTIRES,F,18,5.86,5.16,C,F
MARTIRES,M,39,5.79,2.53,C,H
KENNEDY,F,13,5.08,3.34,C,F
MARTIRES,F,10,4.44,4.75,C,F
KENNEDY,M,11,6.11,1.12,C,H
USAQUEN,M,19,4.15,3.0,C,H
USAQUEN,F,21,4.25,4.83,C,F
MARTIRES,M,24,7.77,2.67,C,H
KENNEDY,F,14,6.97,3.85,C,F
USAQUEN,X,29,3.55,6.13,T,F
KENNEDY,F,21,8.66,5.11,C,F
USAQUEN,F,34,4.84,3.28,C,F
USAQUEN,F,1,2.84,4.13,C,F
KENNEDY,M,13,5.51,2.68,C,H
MARTIRES,X,44,3.71,6.51,T,F
MARTIRES,F,16,7.44,2.93,C,F
USAQUEN,F,13,3.68,6.01,C,F
USAQUEN,F,4,1.81,3.56,C,F
KENNEDY,M,22,7.22,3.09,C,H
KENNEDY,F,11,5.94,5.25,C,F
SUBA,F,8,3.52,3.89,C,F
SUBA,F,10,3.69,5.83,C,F
KENNEDY,M,11,4.93,1.37,C,H
MARTIRES,M,6,4.84,0.81,C,H
SUBA,F,16,6.09,3.99,C,F
MARTIRES,F,17,7.3,6.98,C,F
USAQUEN,M,38,3.41,3.03,C,H
SUBA,M,24,5.67,4.65,C,H
MARTIRES,F,15,8.73,4.31,C,F
USAQUEN,M,19,4.67,4.29,C,H
SUBA,M,16,6.72,4.29,C,H
KENNEDY,X,19,7.41,6.88,T,F
KENNEDY,F,8,4.92,3.27,C,F
USAQUEN,M,11,1.97,1.43,C,H
SUBA,F,31,6.54,3.72,C,F
USAQUEN,M,8,1.61,1.93,C,H
USAQUEN,F,23,5.56,4.74,C,F
KENNEDY,X,43,3.43,4.83,T,F
KENNEDY,M,22,7.28,1.66,C,H
MARTIRES,F,18,6.88,4.58,C,F
USAQUEN,F,26,4.33,4.13,C,F
SUBA,M,18,6.81,3.45,C,H
KENNEDY,M,10,5.15,2.43,C,H
KENNEDY,X,40,4.51,5.81,T,F
USAQUEN,M,11,1.82,1.45,C,H
MARTIRES,F,52,3.38,3.38,C,F
KENNEDY,F,27,6.96,5.74,C,F
USAQUEN,F,3,4.21,2.9,C,F
KENNEDY,M,34,7.31,2.01,C,H
SUBA,F,20,6.25,4.68,C,F
MARTIRES,F,10,6.48,4.34,C,F
USAQUEN,F,7,3.17,3.58,C,F
MARTIRES,F,27,6.94,5.35,C,F
SUBA,M,12,4.54,2.99,C,H
USAQUEN,M,21,5.32,2.47,C,H
KENNEDY,F,6,4.5,4.78,C,F
MARTIRES,M,33,5.91,1.29,C,H
KENNEDY,F,2,5.24,4.57,C,F
KENNEDY,X,33,7.95,6.3,T,F
MARTIRES,F,26,5.77,6.36,C,F
KENNEDY,F,1,4.54,5.05,C,F
SUBA,F,18,6.68,3.74,C,F
KENNEDY,M,17,6.61,1.97,C,H
USAQUEN,F,30,4.75,4.76,C,F
MARTIRES,F,9,3.48,3.8,C,F
KENNEDY,F,18,8.73,5.82,C,F
SUBA,M,33,5.12,2.0,C,H
KENNEDY,F,19,7.82,5.24,C,F
USAQUEN,F,18,3.89,5.28,C,F
MARTIRES,M,30,4.56,2.77,C,H
KENNEDY,M,35,5.99,1.1,C,H
SUBA,F,32,4.45,3.7,C,F
MARTIRES,M,36,5.83,2.45,C,H
KENNEDY,F,12,5.78,3.15,C,F
KENNEDY,F,4,5.56,4.08,C,F
MARTIRES,F,55,6.32,0.92,C,F
KENNEDY,M,15,6.54,2.51,C,H
KENNEDY,F,21,8.64,4.56,C,F
SUBA,F,27,6.07,4.6,C,F
KENNEDY,F,34,7.1,5.51,C,F
KENNEDY,M,10,5.25,3.57,C,H
USAQUEN,F,43,1.02,4.1,C,F
MARTIRES,F,5,3.34,3.9,C,F
MARTIRES,F,33,4.55,4.6,C,F
SUBA,F,19,5.48,3.6,C,F
USAQUEN,F,25,2.57,4.79,C,F
SUBA,F,14,4.58,2.12,C,F
KENNEDY,M,5,4.03,2.5,C,H
KENNEDY,F,5,6.69,6.91,C,F
MARTIRES,F,9,3.85,4.07,C,F
USAQUEN,M,5,1.3,1.79,C,H
KENNEDY,F,28,7.58,5.99,C,F
KENNEDY,F,25,8.19,6.71,C,F
SUBA,F,15,5.78,4.17,C,F
USAQUEN,F,29,3.64,3.39,C,F
KENNEDY,M,38,6.13,2.93,C,H
KENNEDY,F,5,3.16,4.35,C,F
SUBA,F,23,6.43,6.21,C,F
SUBA,M,23,7.65,2.97,C,H
USAQUEN,F,16,5.18,6.32,C,F
USAQUEN,F,13,2.83,3.51,C,F
MARTIRES,F,23,7.5,6.68,C,F
USAQUEN,F,22,5.03,5.69,C,F
MARTIRES,X,43,2.74,6.92,T,F
SUBA,F,9,2.63,5.8,C,F
MARTIRES,F,27,4.66,4.83,C,F
MARTIRES,F,34,4.89,1.6,C,F
USAQUEN,F,34,4.01,4.98,C,F
KENNEDY,F,25,9.36,5.45,C,F
USAQUEN,F,32,4.38,4.73,C,F
SUBA,M,13,2.3,2.7,C,H
KENNEDY,F,29,7.34,4.71,C,F
SUBA,M,23,5.95,4.61,C,H
SUBA,M,14,3.0,1.51,C,H
KENNEDY,M,1,5.35,0.55,C,H
SUBA,F,20,7.07,4.98,C,F
SUBA,F,6,1.78,3.51,C,F
USAQUEN,F,24,5.51,5.44,C,F
SUBA,F,27,5.91,5.95,C,F
USAQUEN,F,14,2.1,4.81,C,F
SUBA,F,25,6.74,6.1,C,F
SUBA,F,36,3.63,2.93,C,F
USAQUEN,X,32,3.26,5.22,T,F
USAQUEN,F,27,4.01,5.14,C,F
KENNEDY,F,9,4.34,4.0,C,F
MARTIRES,M,21,6.43,3.22,C,H
KENNEDY,M,27,7.23,3.08,C,H
SUBA,F,15,5.5,5.67,C,F
USAQUEN,F,5,1.54,3.44,C,F
MARTIRES,F,11,4.81,2.67,C,F
KENNEDY,F,33,5.96,4.58,C,F
KENNEDY,F,6,3.99,4.05,C,F
MARTIRES,X,36,5.68,4.38,T,F
KENNEDY,F,15,8.4,6.05,C,F
USAQUEN,F,9,1.75,3.23,C,F
MARTIRES,M,17,5.93,3.56,C,H
MARTIRES,M,22,8.15,2.46,C,H
USAQUEN,F,25,5.41,4.05,C,F
KENNEDY,M,21,7.53,2.69,C,H
KENNEDY,M,13,5.57,3.26,C,H
SUBA,F,23,5.61,4.55,C,F
KENNEDY,M,22,6.61,2.8,C,H
MARTIRES,F,36,5.2,3.14,C,F
MARTIRES,F,35,7.37,5.29,C,F
KENNEDY,F,53,4.02,3.04,C,F
SUBA,X,42,4.71,6.46,T,F
KENNEDY,F,40,4.11,3.7,C,F
USAQUEN,M,26,5.41,2.37,C,H
USAQUEN,M,8,1.86,1.23,C,H
KENNEDY,M,31,7.65,0.13,C,H
USAQUEN,F,9,1.1,4.52,C,F
MARTIRES,F,5,4.32,4.59,C,F
MARTIRES,M,1,4.72,0.95,C,H
KENNEDY,M,24,8.18,3.45,C,H
SUBA,F,38,3.5,3.91,C,F
SUBA,F,25,4.7,5.75,C,F
USAQUEN,M,24,4.63,4.54,C,H
USAQUEN,F,19,4.65,5.85,C,F
MARTIRES,F,8,3.06,1.69,C,F
SUBA,F,30,4.24,2.53,C,F
KENNEDY,M,18,8.89,3.64,C,H
KENNEDY,X,15,7.05,6.91,T,F
KENNEDY,M,33,6.28,0.98,C,H
MARTIRES,F,26,4.96,6.01,C,F
MARTIRES,F,36,5.89,5.01,C,F
KENNEDY,M,29,6.96,2.92,C,H
SUBA,F,26,4.29,6.71,C,F
USAQUEN,F,30,1.94,5.46,C,F
SUBA,F,4,1.6,3.5,C,F
MARTIRES,F,7,3.36,5.19,C,F
KENNEDY,M,19,7.52,3.34,C,H
USAQUEN,F,16,5.08,4.8,C,F
SUBA,F,26,4.91,5.14,C,F
SUBA,M,1,1.71,2.05,C,H
USAQUEN,F,2,3.7,5.59,C,F
KENNEDY,M,7,6.55,0.4,C,H
USAQUEN,F,8,3.93,3.87,C,F
MARTIRES,M,17,8.43,3.08,C,H
MARTIRES,F,49,2.62,3.71,C,F
SUBA,F,20,5.82,4.7,C,F
KENNEDY,M,13,5.43,2.53,C,H
MARTIRES,M,3,4.83,3.83,C,H
MARTIRES,M,33,5.99,0.56,C,H
MARTIRES,F,16,7.16,4.75,C,F
SUBA,F,2,3.63,3.38,C,F
USAQUEN,F,17,4.66,5.66,C,F
KENNEDY,F,2,4.21,4.09,C,F
SUBA,F,32,5.12,4.53,C,F
MARTIRES,F,24,7.58,6.2,C,F
MARTIRES,M,11,3.75,2.09,C,H
KENNEDY,F,22,7.81,5.82,C,F
MARTIRES,F,21,7.27,5.68,C,F
SUBA,X,59,3.07,5.35,T,F
MARTIRES,F,47,5.47,3.0,C,F
KENNEDY,F,22,9.42,7.91,C,F
USAQUEN,M,29,5.77,2.22,C,H
SUBA,F,21,5.17,5.82,C,F
KENNEDY,M,19,8.29,2.08,C,H
SUBA,M,10,3.78,2.64,C,H
MARTIRES,F,24,6.46,4.2,C,F
KENNEDY,M,31,5.68,0.7,C,H
USAQUEN,F,31,4.53,4.02,C,F
USAQUEN,M,15,3.07,4.6,C,H
MARTIRES,M,3,2.94,2.6,C,H
SUBA,F,23,6.38,5.19,C,F
MARTIRES,F,14,4.55,3.08,C,F
KENNEDY,F,14,6.55,4.27,C,F
MARTIRES,F,3,4.91,2.7,C,F
SUBA,M,22,5.62,2.96,C,H
USAQUEN,F,22,5.49,5.53,C,F
KENNEDY,F,22,8.32,7.13,C,F
USAQUEN,F,23,4.76,3.69,C,F
USAQUEN,M,16,5.98,3.2,C,H
SUBA,M,6,2.44,0.74,C,H
MARTIRES,F,34,4.7,4.68,C,F
MARTIRES,F,8,3.57,4.38,C,F
USAQUEN,X,28,4.6,8.97,T,F
SUBA,F,37,2.95,3.37,C,F
KENNEDY,M,10,6.81,0.19,C,H
SUBA,M,4,3.76,1.65,C,H
KENNEDY,M,20,6.9,2.71,C,H
SUBA,F,13,1.92,3.59,C,F
KENNEDY,M,2,3.28,1.38,C,H
KENNEDY,M,12,5.15,0.75,C,H
KENNEDY,F,15,9.14,6.55,C,F
KENNEDY,F,10,7.21,4.88,C,F
